,nodeA,nodeB,weight
2210,Donald J Trump,Soros,1
2211,Donald J Trump,Randy J,1
2212,Randy J,Soros,1
2213,George W. Bush,Hillary Clinton,1
2214,Barack Obama,Hillary Clinton,3
2215,Bill Bratton,Hillary Clinton,1
2216,Debi Rose,Hillary Clinton,1
2217,Bill de Blasio,Hillary Clinton,1
2218,Bill Clinton,George W. Bush,1
2219,George W. Bush,George W. Bush,1
2220,Bernie Sanders,George W. Bush,1
2221,Barack Obama,George W. Bush,2
2222,Bill Bratton,George W. Bush,1
2223,Cruz,George W. Bush,45
2224,George W. Bush,Hillary,7
2225,Debi Rose,George W. Bush,1
2226,Bill de Blasio,George W. Bush,1
2227,Clinton,George W. Bush,14
2228,Barack Obama,Clinton,16
2229,Bill Bratton,Clinton,14
2230,Clinton,Debi Rose,14
2231,Bill de Blasio,Clinton,14
2232,Bill Clinton,Donald Trump,1
2233,Donald Trump,George W. Bush,1
2234,Barack Obama,Donald Trump,5
2235,Bill Bratton,Donald Trump,1
2236,Debi Rose,Donald Trump,1
2237,Bill de Blasio,Donald Trump,1
2238,Bill Clinton,Bush,8
2239,Bush,George W. Bush,1
2240,Bernie Sanders,Bush,3
2241,Barack Obama,Bush,1
2242,Bill Bratton,Bush,1
2243,Bush,Cruz,201
2244,Bush,Hillary,9
2245,Bush,Debi Rose,1
2246,Bill de Blasio,Bush,1
2247,Bill Clinton,George W. Bush,1
2248,Barack Obama,Bill Clinton,1
2249,Bill Clinton,Trump,3
2250,Bill Clinton,Ted Cruz,1
2251,Bill Bratton,Bill Clinton,1
2252,Bill Clinton,Cruz,1
2253,Bill Clinton,Debi Rose,1
2254,Bill Clinton,Bill de Blasio,1
2255,Bernie Sanders,George W. Bush,1
2256,Barack Obama,George W. Bush,1
2257,George W. Bush,Trump,1
2258,George W. Bush,Ted Cruz,1
2259,Bill Bratton,George W. Bush,1
2260,Cruz,George W. Bush,1
2261,George W. Bush,Hillary,1
2262,Debi Rose,George W. Bush,1
2263,Bill de Blasio,George W. Bush,1
2264,Barack Obama,Bernie Sanders,1
2265,Bernie Sanders,Bill Bratton,1
2266,Bernie Sanders,Debi Rose,1
2267,Bernie Sanders,Bill de Blasio,1
2268,Barack Obama,Trump,5
2269,Barack Obama,Ted Cruz,2
2270,Barack Obama,Bill Bratton,1
2271,Barack Obama,Cruz,6
2272,Barack Obama,Hillary,1
2273,Barack Obama,Debi Rose,1
2274,Barack Obama,Bill de Blasio,1
2275,Bill Bratton,Trump,1
2276,Debi Rose,Trump,1
2277,Bill de Blasio,Trump,1
2278,Bill Bratton,Ted Cruz,1
2279,Debi Rose,Ted Cruz,1
2280,Bill de Blasio,Ted Cruz,1
2281,Bill Bratton,Cruz,1
2282,Bill Bratton,Hillary,1
2283,Bill Bratton,Debi Rose,1
2284,Bill Bratton,Bill de Blasio,1
2285,Cruz,Debi Rose,1
2286,Bill de Blasio,Cruz,1
2287,Debi Rose,Hillary,1
2288,Bill de Blasio,Hillary,1
2289,Bill de Blasio,Debi Rose,1
2290,McConnell,Mitch McConnell,23
2291,Mitch McConnell,Obama,1
2292,Harry M. Reid,Mitch McConnell,1
2293,D-Nev,Mitch McConnell,1
2294,John A. Boehner,Mitch McConnell,1
2295,Mitch McConnell,Ted Cruz,5
2296,Mitch McConnell,Reid,1
2297,Adam Jentleson,Mitch McConnell,1
2298,Alben W. Barkley,Mitch McConnell,1
2299,Franklin D. Roosevelt,Mitch McConnell,1
2300,George Mitchell,Mitch McConnell,1
2301,Mitch McConnell,Mitchell,2
2302,George H.W. Bush,Mitch McConnell,1
2303,Bush,Mitch McConnell,1
2304,Mitch McConnell,Rand Paul,2
2305,Mitch McConnell,R-Ky.,1
2306,McConnell,Obama,22
2307,McConnell,McConnell,231
2308,Harry M. Reid,McConnell,22
2309,D-Nev,McConnell,22
2310,John A. Boehner,McConnell,22
2311,McConnell,Ted Cruz,23
2312,McConnell,Reid,22
2313,Adam Jentleson,McConnell,22
2314,Alben W. Barkley,McConnell,22
2315,Franklin D. Roosevelt,McConnell,22
2316,George Mitchell,McConnell,22
2317,McConnell,Mitchell,44
2318,George H.W. Bush,McConnell,22
2319,Bush,McConnell,22
2320,McConnell,Rand Paul,44
2321,McConnell,R-Ky.,22
2322,Harry M. Reid,Obama,1
2323,D-Nev,Obama,1
2324,John A. Boehner,Obama,1
2325,Obama,Reid,1
2326,Adam Jentleson,Obama,1
2327,Alben W. Barkley,Obama,1
2328,Franklin D. Roosevelt,Obama,1
2329,George Mitchell,Obama,1
2330,Mitchell,Obama,2
2331,George H.W. Bush,Obama,1
2332,Obama,Rand Paul,4
2333,Obama,R-Ky.,2
2334,D-Nev,Harry M. Reid,1
2335,Harry M. Reid,John A. Boehner,1
2336,Harry M. Reid,Ted Cruz,1
2337,Harry M. Reid,Reid,1
2338,Adam Jentleson,Harry M. Reid,1
2339,Alben W. Barkley,Harry M. Reid,1
2340,Franklin D. Roosevelt,Harry M. Reid,1
2341,George Mitchell,Harry M. Reid,1
2342,Harry M. Reid,Mitchell,2
2343,George H.W. Bush,Harry M. Reid,1
2344,Bush,Harry M. Reid,1
2345,Harry M. Reid,Rand Paul,2
2346,Harry M. Reid,R-Ky.,1
2347,D-Nev,John A. Boehner,1
2348,D-Nev,Ted Cruz,1
2349,D-Nev,Reid,1
2350,Adam Jentleson,D-Nev,1
2351,Alben W. Barkley,D-Nev,1
2352,D-Nev,Franklin D. Roosevelt,1
2353,D-Nev,George Mitchell,1
2354,D-Nev,Mitchell,2
2355,D-Nev,George H.W. Bush,1
2356,Bush,D-Nev,1
2357,D-Nev,Rand Paul,2
2358,D-Nev,R-Ky.,1
2359,John A. Boehner,Ted Cruz,1
2360,John A. Boehner,Reid,1
2361,Adam Jentleson,John A. Boehner,1
2362,Alben W. Barkley,John A. Boehner,1
2363,Franklin D. Roosevelt,John A. Boehner,1
2364,George Mitchell,John A. Boehner,1
2365,John A. Boehner,Mitchell,2
2366,George H.W. Bush,John A. Boehner,1
2367,Bush,John A. Boehner,1
2368,John A. Boehner,Rand Paul,2
2369,John A. Boehner,R-Ky.,1
2370,Reid,Ted Cruz,1
2371,Adam Jentleson,Ted Cruz,1
2372,Alben W. Barkley,Ted Cruz,1
2373,Franklin D. Roosevelt,Ted Cruz,1
2374,George Mitchell,Ted Cruz,1
2375,Mitchell,Ted Cruz,2
2376,George H.W. Bush,Ted Cruz,1
2377,Rand Paul,Ted Cruz,6
2378,R-Ky.,Ted Cruz,1
2379,Adam Jentleson,Reid,1
2380,Alben W. Barkley,Reid,1
2381,Franklin D. Roosevelt,Reid,1
2382,George Mitchell,Reid,1
2383,Mitchell,Reid,2
2384,George H.W. Bush,Reid,1
2385,Bush,Reid,1
2386,Rand Paul,Reid,2
2387,R-Ky.,Reid,1
2388,Adam Jentleson,Alben W. Barkley,1
2389,Adam Jentleson,Franklin D. Roosevelt,1
2390,Adam Jentleson,George Mitchell,1
2391,Adam Jentleson,Mitchell,2
2392,Adam Jentleson,George H.W. Bush,1
2393,Adam Jentleson,Bush,1
2394,Adam Jentleson,Rand Paul,2
2395,Adam Jentleson,R-Ky.,1
2396,Alben W. Barkley,Franklin D. Roosevelt,1
2397,Alben W. Barkley,George Mitchell,1
2398,Alben W. Barkley,Mitchell,2
2399,Alben W. Barkley,George H.W. Bush,1
2400,Alben W. Barkley,Bush,1
2401,Alben W. Barkley,Rand Paul,2
2402,Alben W. Barkley,R-Ky.,1
2403,Franklin D. Roosevelt,George Mitchell,1
2404,Franklin D. Roosevelt,Mitchell,2
2405,Franklin D. Roosevelt,George H.W. Bush,1
2406,Bush,Franklin D. Roosevelt,1
2407,Franklin D. Roosevelt,Rand Paul,2
2408,Franklin D. Roosevelt,R-Ky.,1
2409,George Mitchell,Mitchell,2
2410,George H.W. Bush,George Mitchell,1
2411,Bush,George Mitchell,1
2412,George Mitchell,Rand Paul,2
2413,George Mitchell,R-Ky.,1
2414,George H.W. Bush,Mitchell,2
2415,Mitchell,Mitchell,1
2416,Bush,Mitchell,2
2417,Mitchell,Rand Paul,4
2418,Mitchell,R-Ky.,2
2419,Bush,George H.W. Bush,1
2420,George H.W. Bush,Rand Paul,2
2421,George H.W. Bush,R-Ky.,1
2422,Bush,Rand Paul,13
2423,Bush,R-Ky.,8
2424,R-Ky.,Rand Paul,3
2425,Rand Paul,Rand Paul,1
2426,Robert Langdon,Tom Hanks,1
2427,Dan Brown,Tom Hanks,1
2428,The Da Vinci Code,Tom Hanks,1
2429,Dante,Tom Hanks,1
2430,Malthus,Tom Hanks,5
2431,Thomas Malthus,Tom Hanks,1
2432,Hans Rosling,Tom Hanks,1
2433,The Best of,Tom Hanks,1
2434,Jonathan Newman,Tom Hanks,2
2435,Dan Brown,Robert Langdon,1
2436,Robert Langdon,The Da Vinci Code,1
2437,Dante,Robert Langdon,1
2438,Malthus,Robert Langdon,5
2439,Robert Langdon,Thomas Malthus,1
2440,Hans Rosling,Robert Langdon,1
2441,Robert Langdon,The Best of,1
2442,Jonathan Newman,Robert Langdon,2
2443,Dan Brown,The Da Vinci Code,1
2444,Dan Brown,Dante,1
2445,Dan Brown,Malthus,5
2446,Dan Brown,Thomas Malthus,1
2447,Dan Brown,Hans Rosling,1
2448,Dan Brown,The Best of,1
2449,Dan Brown,Jonathan Newman,2
2450,Dante,The Da Vinci Code,1
2451,Malthus,The Da Vinci Code,5
2452,The Da Vinci Code,Thomas Malthus,1
2453,Hans Rosling,The Da Vinci Code,1
2454,The Best of,The Da Vinci Code,1
2455,Jonathan Newman,The Da Vinci Code,2
2456,Dante,Malthus,5
2457,Dante,Thomas Malthus,1
2458,Dante,Hans Rosling,1
2459,Dante,The Best of,1
2460,Dante,Jonathan Newman,2
2461,Malthus,Thomas Malthus,5
2462,Malthus,Malthus,10
2463,Hans Rosling,Malthus,5
2464,Malthus,The Best of,5
2465,Jonathan Newman,Malthus,10
2466,Hans Rosling,Thomas Malthus,1
2467,The Best of,Thomas Malthus,1
2468,Jonathan Newman,Thomas Malthus,2
2469,Hans Rosling,The Best of,1
2470,Hans Rosling,Jonathan Newman,2
2471,Jonathan Newman,The Best of,2
2472,Jonathan Newman,Jonathan Newman,1
2473,Donald Trump,Joe Biden,3
2474,Donald Trump,Elizabeth Warren,6
2475,Bill Kristol,Donald Trump,2
2476,Donald Trump,Kristol,4
2477,Bob Vander Plaats,Donald Trump,2
2478,Donald Trump,Kate Bolduan,2
2479,Donald Trump,Vander Plaats,2
2480,Donald Trump,Kendal Unruh,2
2481,Donald Trump,Jim Bopp,2
2482,Bopp,Donald Trump,4
2483,Donald Trump,Solomon Yue,2
2484,Donald Trump,anti-Washington,2
2485,Curly Haugland,Donald Trump,2
2486,Donald Trump,Sean Parnell,2
2487,Donald Trump,Parnell,4
2488,Donald Trump,Mitch McConnell,5
2489,Donald Trump,Paul Ryan,10
2490,Donald Trump,Mark Kirk,2
2491,Donald Trump,Ryan,3
2492,Donald Trump,McConnell,2
2493,Barack Obama,Joe Biden,1
2494,Barack Obama,Elizabeth Warren,1
2495,Barack Obama,Bill Kristol,1
2496,Barack Obama,Kristol,2
2497,Barack Obama,Bob Vander Plaats,1
2498,Barack Obama,Kate Bolduan,1
2499,Barack Obama,Vander Plaats,1
2500,Barack Obama,Kendal Unruh,1
2501,Barack Obama,Jim Bopp,1
2502,Barack Obama,Bopp,2
2503,Barack Obama,Solomon Yue,1
2504,Barack Obama,anti-Washington,1
2505,Barack Obama,Curly Haugland,1
2506,Barack Obama,Sean Parnell,1
2507,Barack Obama,Parnell,2
2508,Barack Obama,Mitch McConnell,1
2509,Barack Obama,Paul Ryan,1
2510,Barack Obama,Mark Kirk,1
2511,Barack Obama,Ryan,1
2512,Barack Obama,McConnell,1
2513,Elizabeth Warren,Joe Biden,1
2514,Hillary Clinton,Joe Biden,5
2515,Bill Kristol,Joe Biden,1
2516,Joe Biden,Kristol,2
2517,Bob Vander Plaats,Joe Biden,1
2518,Joe Biden,Kate Bolduan,1
2519,Joe Biden,Vander Plaats,1
2520,Joe Biden,Ted Cruz,6
2521,Joe Biden,Kendal Unruh,1
2522,Jim Bopp,Joe Biden,1
2523,Bopp,Joe Biden,2
2524,Joe Biden,Solomon Yue,1
2525,Cruz,Joe Biden,5
2526,Joe Biden,anti-Washington,1
2527,Curly Haugland,Joe Biden,1
2528,Joe Biden,Sean Parnell,1
2529,Joe Biden,Parnell,2
2530,Joe Biden,Mitch McConnell,3
2531,Joe Biden,Paul Ryan,3
2532,Joe Biden,Mark Kirk,1
2533,Joe Biden,Ryan,1
2534,Joe Biden,McConnell,1
2535,Clinton,Joe Biden,12
2536,Elizabeth Warren,Hillary Clinton,5
2537,Bill Kristol,Elizabeth Warren,1
2538,Elizabeth Warren,Kristol,2
2539,Bob Vander Plaats,Elizabeth Warren,1
2540,Elizabeth Warren,Kate Bolduan,1
2541,Elizabeth Warren,Vander Plaats,1
2542,Elizabeth Warren,Ted Cruz,3
2543,Elizabeth Warren,Kendal Unruh,1
2544,Elizabeth Warren,Jim Bopp,1
2545,Bopp,Elizabeth Warren,2
2546,Elizabeth Warren,Solomon Yue,1
2547,Cruz,Elizabeth Warren,5
2548,Elizabeth Warren,anti-Washington,1
2549,Curly Haugland,Elizabeth Warren,1
2550,Elizabeth Warren,Sean Parnell,1
2551,Elizabeth Warren,Parnell,2
2552,Elizabeth Warren,Mitch McConnell,3
2553,Elizabeth Warren,Paul Ryan,4
2554,Elizabeth Warren,Mark Kirk,1
2555,Elizabeth Warren,Ryan,2
2556,Elizabeth Warren,McConnell,1
2557,Clinton,Elizabeth Warren,12
2558,Bill Kristol,Hillary Clinton,1
2559,Hillary Clinton,Kristol,2
2560,Bob Vander Plaats,Hillary Clinton,1
2561,Hillary Clinton,Kate Bolduan,1
2562,Hillary Clinton,Vander Plaats,1
2563,Hillary Clinton,Kendal Unruh,1
2564,Hillary Clinton,Jim Bopp,1
2565,Bopp,Hillary Clinton,2
2566,Hillary Clinton,Solomon Yue,1
2567,Hillary Clinton,anti-Washington,1
2568,Curly Haugland,Hillary Clinton,1
2569,Hillary Clinton,Sean Parnell,1
2570,Hillary Clinton,Parnell,2
2571,Hillary Clinton,Mitch McConnell,3
2572,Hillary Clinton,Mark Kirk,1
2573,Hillary Clinton,Ryan,2
2574,Hillary Clinton,McConnell,1
2575,Bill Kristol,Kristol,2
2576,Bill Kristol,Bob Vander Plaats,1
2577,Bill Kristol,Kate Bolduan,1
2578,Bill Kristol,Vander Plaats,1
2579,Bill Kristol,Ted Cruz,1
2580,Bill Kristol,Kendal Unruh,1
2581,Bill Kristol,Jim Bopp,1
2582,Bill Kristol,Bopp,2
2583,Bill Kristol,Solomon Yue,1
2584,Bill Kristol,Cruz,5
2585,Bill Kristol,anti-Washington,1
2586,Bill Kristol,Curly Haugland,1
2587,Bill Kristol,Sean Parnell,1
2588,Bill Kristol,Parnell,2
2589,Bill Kristol,Mitch McConnell,1
2590,Bill Kristol,Paul Ryan,1
2591,Bill Kristol,Mark Kirk,1
2592,Bill Kristol,Ryan,1
2593,Bill Kristol,McConnell,1
2594,Bill Kristol,Clinton,1
2595,Kristol,Kristol,1
2596,Bob Vander Plaats,Kristol,2
2597,Kate Bolduan,Kristol,2
2598,Kristol,Vander Plaats,2
2599,Kristol,Ted Cruz,2
2600,Kendal Unruh,Kristol,2
2601,Jim Bopp,Kristol,2
2602,Bopp,Kristol,4
2603,Kristol,Solomon Yue,2
2604,Cruz,Kristol,10
2605,Kristol,anti-Washington,2
2606,Curly Haugland,Kristol,2
2607,Kristol,Sean Parnell,2
2608,Kristol,Parnell,4
2609,Kristol,Mitch McConnell,2
2610,Kristol,Paul Ryan,2
2611,Kristol,Mark Kirk,2
2612,Kristol,Ryan,2
2613,Kristol,McConnell,2
2614,Clinton,Kristol,2
2615,Bob Vander Plaats,Kate Bolduan,1
2616,Bob Vander Plaats,Vander Plaats,1
2617,Bob Vander Plaats,Ted Cruz,1
2618,Bob Vander Plaats,Kendal Unruh,1
2619,Bob Vander Plaats,Jim Bopp,1
2620,Bob Vander Plaats,Bopp,2
2621,Bob Vander Plaats,Solomon Yue,1
2622,Bob Vander Plaats,Cruz,5
2623,Bob Vander Plaats,anti-Washington,1
2624,Bob Vander Plaats,Curly Haugland,1
2625,Bob Vander Plaats,Sean Parnell,1
2626,Bob Vander Plaats,Parnell,2
2627,Bob Vander Plaats,Mitch McConnell,1
2628,Bob Vander Plaats,Paul Ryan,1
2629,Bob Vander Plaats,Mark Kirk,1
2630,Bob Vander Plaats,Ryan,1
2631,Bob Vander Plaats,McConnell,1
2632,Bob Vander Plaats,Clinton,1
2633,Kate Bolduan,Vander Plaats,1
2634,Kate Bolduan,Ted Cruz,1
2635,Kate Bolduan,Kendal Unruh,1
2636,Jim Bopp,Kate Bolduan,1
2637,Bopp,Kate Bolduan,2
2638,Kate Bolduan,Solomon Yue,1
2639,Cruz,Kate Bolduan,5
2640,Kate Bolduan,anti-Washington,1
2641,Curly Haugland,Kate Bolduan,1
2642,Kate Bolduan,Sean Parnell,1
2643,Kate Bolduan,Parnell,2
2644,Kate Bolduan,Mitch McConnell,1
2645,Kate Bolduan,Paul Ryan,1
2646,Kate Bolduan,Mark Kirk,1
2647,Kate Bolduan,Ryan,1
2648,Kate Bolduan,McConnell,1
2649,Clinton,Kate Bolduan,1
2650,Ted Cruz,Vander Plaats,1
2651,Kendal Unruh,Vander Plaats,1
2652,Jim Bopp,Vander Plaats,1
2653,Bopp,Vander Plaats,2
2654,Solomon Yue,Vander Plaats,1
2655,Cruz,Vander Plaats,5
2656,Vander Plaats,anti-Washington,1
2657,Curly Haugland,Vander Plaats,1
2658,Sean Parnell,Vander Plaats,1
2659,Parnell,Vander Plaats,2
2660,Mitch McConnell,Vander Plaats,1
2661,Paul Ryan,Vander Plaats,1
2662,Mark Kirk,Vander Plaats,1
2663,Ryan,Vander Plaats,1
2664,McConnell,Vander Plaats,1
2665,Clinton,Vander Plaats,1
2666,Kendal Unruh,Ted Cruz,1
2667,Jim Bopp,Ted Cruz,1
2668,Bopp,Ted Cruz,2
2669,Solomon Yue,Ted Cruz,1
2670,Ted Cruz,anti-Washington,1
2671,Curly Haugland,Ted Cruz,1
2672,Sean Parnell,Ted Cruz,1
2673,Parnell,Ted Cruz,2
2674,Paul Ryan,Ted Cruz,4
2675,Mark Kirk,Ted Cruz,1
2676,Ryan,Ted Cruz,1
2677,Jim Bopp,Kendal Unruh,1
2678,Bopp,Kendal Unruh,2
2679,Kendal Unruh,Solomon Yue,1
2680,Cruz,Kendal Unruh,5
2681,Kendal Unruh,anti-Washington,1
2682,Curly Haugland,Kendal Unruh,1
2683,Kendal Unruh,Sean Parnell,1
2684,Kendal Unruh,Parnell,2
2685,Kendal Unruh,Mitch McConnell,1
2686,Kendal Unruh,Paul Ryan,1
2687,Kendal Unruh,Mark Kirk,1
2688,Kendal Unruh,Ryan,1
2689,Kendal Unruh,McConnell,1
2690,Clinton,Kendal Unruh,1
2691,Bopp,Jim Bopp,2
2692,Jim Bopp,Solomon Yue,1
2693,Cruz,Jim Bopp,5
2694,Jim Bopp,anti-Washington,1
2695,Curly Haugland,Jim Bopp,1
2696,Jim Bopp,Sean Parnell,1
2697,Jim Bopp,Parnell,2
2698,Jim Bopp,Mitch McConnell,1
2699,Jim Bopp,Paul Ryan,1
2700,Jim Bopp,Mark Kirk,1
2701,Jim Bopp,Ryan,1
2702,Jim Bopp,McConnell,1
2703,Clinton,Jim Bopp,1
2704,Bopp,Bopp,1
2705,Bopp,Solomon Yue,2
2706,Bopp,Cruz,10
2707,Bopp,anti-Washington,2
2708,Bopp,Curly Haugland,2
2709,Bopp,Sean Parnell,2
2710,Bopp,Parnell,4
2711,Bopp,Mitch McConnell,2
2712,Bopp,Paul Ryan,2
2713,Bopp,Mark Kirk,2
2714,Bopp,Ryan,2
2715,Bopp,McConnell,2
2716,Bopp,Clinton,2
2717,Cruz,Solomon Yue,5
2718,Solomon Yue,anti-Washington,1
2719,Curly Haugland,Solomon Yue,1
2720,Sean Parnell,Solomon Yue,1
2721,Parnell,Solomon Yue,2
2722,Mitch McConnell,Solomon Yue,1
2723,Paul Ryan,Solomon Yue,1
2724,Mark Kirk,Solomon Yue,1
2725,Ryan,Solomon Yue,1
2726,McConnell,Solomon Yue,1
2727,Clinton,Solomon Yue,1
2728,Cruz,anti-Washington,5
2729,Cruz,Curly Haugland,5
2730,Cruz,Sean Parnell,5
2731,Cruz,Parnell,10
2732,Cruz,Mitch McConnell,5
2733,Cruz,Paul Ryan,5
2734,Cruz,Mark Kirk,5
2735,Cruz,Ryan,5
2736,Cruz,McConnell,5
2737,Curly Haugland,anti-Washington,1
2738,Sean Parnell,anti-Washington,1
2739,Parnell,anti-Washington,2
2740,Mitch McConnell,anti-Washington,1
2741,Paul Ryan,anti-Washington,1
2742,Mark Kirk,anti-Washington,1
2743,Ryan,anti-Washington,1
2744,McConnell,anti-Washington,1
2745,Clinton,anti-Washington,1
2746,Curly Haugland,Sean Parnell,1
2747,Curly Haugland,Parnell,2
2748,Curly Haugland,Mitch McConnell,1
2749,Curly Haugland,Paul Ryan,1
2750,Curly Haugland,Mark Kirk,1
2751,Curly Haugland,Ryan,1
2752,Curly Haugland,McConnell,1
2753,Clinton,Curly Haugland,1
2754,Parnell,Sean Parnell,2
2755,Mitch McConnell,Sean Parnell,1
2756,Paul Ryan,Sean Parnell,1
2757,Mark Kirk,Sean Parnell,1
2758,Ryan,Sean Parnell,1
2759,McConnell,Sean Parnell,1
2760,Clinton,Sean Parnell,1
2761,Parnell,Parnell,1
2762,Mitch McConnell,Parnell,2
2763,Parnell,Paul Ryan,2
2764,Mark Kirk,Parnell,2
2765,Parnell,Ryan,2
2766,McConnell,Parnell,2
2767,Clinton,Parnell,2
2768,Mitch McConnell,Paul Ryan,3
2769,Mark Kirk,Mitch McConnell,1
2770,Mitch McConnell,Ryan,1
2771,Clinton,Mitch McConnell,4
2772,Mark Kirk,Paul Ryan,1
2773,McConnell,Paul Ryan,1
2774,Mark Kirk,Ryan,1
2775,Mark Kirk,McConnell,1
2776,Clinton,Mark Kirk,1
2777,McConnell,Ryan,1
2778,Clinton,Ryan,7
2779,Clinton,McConnell,1
2780,Bernie Sanders,Marco Rubio,1
2781,Hillary Clinton,Marco Rubio,2
2782,Clinton,Marco Rubio,9
2783,Donald Trump,Marco Rubio,5
2784,Donald Trump,Gonzalo Curiel,1
2785,Curiel,Donald Trump,1
2786,Curiel,Gonzalo Curiel,1
2787,Gonzalo Curiel,Mitch McConnell,1
2788,Gonzalo Curiel,Paul Ryan,1
2789,Curiel,Mitch McConnell,1
2790,Curiel,Paul Ryan,1
2791,Corey Lewandowski,Paul Manafort,1
2792,Corey Lewandowski,Trump,9
2793,Corey Lewandowski,Rick Wiley,1
2794,Corey Lewandowski,Wiley,1
2795,Corey Lewandowski,Sullivan,1
2796,Corey Lewandowski,Robert Costa,2
2797,Corey Lewandowski,Donald Trump,2
2798,Paul Manafort,Trump,4
2799,Paul Manafort,Rick Wiley,1
2800,Paul Manafort,Wiley,1
2801,Paul Manafort,Sullivan,1
2802,Paul Manafort,Robert Costa,1
2803,Donald Trump,Paul Manafort,1
2804,Rick Wiley,Trump,4
2805,Trump,Wiley,4
2806,Sullivan,Trump,4
2807,Robert Costa,Trump,9
2808,Rick Wiley,Wiley,1
2809,Rick Wiley,Sullivan,1
2810,Rick Wiley,Robert Costa,1
2811,Donald Trump,Rick Wiley,1
2812,Sullivan,Wiley,1
2813,Robert Costa,Wiley,1
2814,Donald Trump,Wiley,1
2815,Robert Costa,Sullivan,1
2816,Donald Trump,Sullivan,1
2817,Donald Trump,Robert Costa,2
2818,Al-Nusra,Jaish al-Fatah,1
2819,Al-Nusra,Jabhat al-Nusra,1
2820,Al-Bab,Al-Nusra,1
2821,Al-Nusra,Domascus,1
2822,Al-Nusra,Harakat Nour al-Din al-Zenki,2
2823,Al-Nusra,Daraa,1
2824,Jabhat al-Nusra,Jaish al-Fatah,1
2825,Al-Bab,Jaish al-Fatah,1
2826,Domascus,Jaish al-Fatah,1
2827,Harakat Nour al-Din al-Zenki,Jaish al-Fatah,2
2828,Daraa,Jaish al-Fatah,1
2829,Al-Bab,Jabhat al-Nusra,1
2830,Domascus,Jabhat al-Nusra,1
2831,Harakat Nour al-Din al-Zenki,Jabhat al-Nusra,2
2832,Daraa,Jabhat al-Nusra,1
2833,Al-Bab,Domascus,1
2834,Al-Bab,Harakat Nour al-Din al-Zenki,2
2835,Al-Bab,Daraa,1
2836,Domascus,Harakat Nour al-Din al-Zenki,2
2837,Daraa,Domascus,1
2838,Harakat Nour al-Din al-Zenki,Harakat Nour al-Din al-Zenki,1
2839,Daraa,Harakat Nour al-Din al-Zenki,2
2840,J. Fred Buzhardt,Richard Nixon,2
2841,Gnostic,Jeffrey Sewell,1
2842,Jeffrey Sewell,Randy Maugans,1
2843,Don Juan Matus,Jeffrey Sewell,1
2844,Gnostic,Randy Maugans,1
2845,Don Juan Matus,Gnostic,1
2846,Don Juan Matus,Randy Maugans,1
2847,Brexit,Roger Munnings,1
2848,Brexit,RBCC,1
2849,Brexit,Theresa May,1
2850,RBCC,Roger Munnings,1
2851,Roger Munnings,Theresa May,1
2852,RBCC,Theresa May,1
2853,Bob Marley,Carl Herman,1
2854,Carl,Carl Herman,2
2855,Athen,Carl Herman,1
2856,Carl Herman,Socrates,2
2857,Carl Herman,Martin King,1
2858,Carl Herman,Kennedy,1
2859,Carl Herman,I.,1
2860,Carl Herman,Faith,1
2861,Bob Marley,Carl,2
2862,Athen,Bob Marley,1
2863,Bob Marley,Socrates,2
2864,Bob Marley,Martin King,1
2865,Bob Marley,Kennedy,1
2866,Bob Marley,I.,1
2867,Bob Marley,Faith,1
2868,Carl,Carl,1
2869,Athen,Carl,2
2870,Carl,Socrates,4
2871,Carl,Martin King,2
2872,Carl,Kennedy,2
2873,Carl,I.,2
2874,Carl,Faith,2
2875,Athen,Socrates,2
2876,Athen,Martin King,1
2877,Athen,Kennedy,1
2878,Athen,I.,1
2879,Athen,Faith,1
2880,Socrates,Socrates,1
2881,Martin King,Socrates,2
2882,Kennedy,Socrates,2
2883,I.,Socrates,2
2884,Faith,Socrates,2
2885,Kennedy,Martin King,1
2886,I.,Martin King,1
2887,Faith,Martin King,1
2888,I.,Kennedy,1
2889,Faith,Kennedy,1
2890,Faith,I.,1
2891,Donald Trump,Readies EMP Launch,1
2892,Clinton,Readies EMP Launch,1
2893,Hillary Clinton,Readies EMP Launch,1
2894,Gabbard,Tulsi Gabbard,3
2895,Rajan Zed,Tulsi Gabbard,1
2896,Tulsi Gabbard,the Bhagavad Gita,1
2897,Sanatana Dharma,Tulsi Gabbard,1
2898,Keith Ellison,Tulsi Gabbard,1
2899,Ariana Marisol,Tulsi Gabbard,1
2900,Tulsi Gabbard,hiker,1
2901,Tulsi Gabbard,dreamer,1
2902,Ariana,Tulsi Gabbard,1
2903,Mother Nature,Tulsi Gabbard,1
2904,Gabbard,Rajan Zed,3
2905,Gabbard,Gabbard,3
2906,Gabbard,the Bhagavad Gita,3
2907,Gabbard,Sanatana Dharma,3
2908,Gabbard,Keith Ellison,3
2909,Ariana Marisol,Gabbard,3
2910,Gabbard,hiker,3
2911,Gabbard,dreamer,3
2912,Ariana,Gabbard,3
2913,Gabbard,Mother Nature,3
2914,Rajan Zed,the Bhagavad Gita,1
2915,Rajan Zed,Sanatana Dharma,1
2916,Keith Ellison,Rajan Zed,1
2917,Ariana Marisol,Rajan Zed,1
2918,Rajan Zed,hiker,1
2919,Rajan Zed,dreamer,1
2920,Ariana,Rajan Zed,1
2921,Mother Nature,Rajan Zed,1
2922,Sanatana Dharma,the Bhagavad Gita,1
